genbank_accession,file,path,IG_TR_gene_Coverage,IG_TR_gene_Percent_id,IG_TR_gene_Problematic,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_Coverage,IG_TR_pseudogene_Percent_id,IG_TR_pseudogene_Problematic,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_Coverage,TEC_Percent_id,TEC_Problematic,TEC_mapped,TEC_percentage,TEC_total,artifact_Coverage,artifact_Percent_id,artifact_Problematic,artifact_mapped,artifact_percentage,artifact_total,lncRNA_Coverage,lncRNA_Percent_id,lncRNA_Problematic,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_Coverage,miRNA_Percent_id,miRNA_Problematic,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_Coverage,misc_RNA_Percent_id,misc_RNA_Problematic,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,non_stop_decay_Coverage,non_stop_decay_Percent_id,non_stop_decay_Problematic,non_stop_decay_mapped,non_stop_decay_percentage,non_stop_decay_total,nonsense_mediated_decay_Coverage,nonsense_mediated_decay_Percent_id,nonsense_mediated_decay_Problematic,nonsense_mediated_decay_mapped,nonsense_mediated_decay_percentage,nonsense_mediated_decay_total,processed_pseudogene_Coverage,processed_pseudogene_Percent_id,processed_pseudogene_Problematic,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,processed_transcript_Coverage,processed_transcript_Percent_id,processed_transcript_Problematic,processed_transcript_mapped,processed_transcript_percentage,processed_transcript_total,protein_coding_CDS_not_defined_Coverage,protein_coding_CDS_not_defined_Percent_id,protein_coding_CDS_not_defined_Problematic,protein_coding_CDS_not_defined_mapped,protein_coding_CDS_not_defined_percentage,protein_coding_CDS_not_defined_total,protein_coding_Coverage,protein_coding_LoF_Coverage,protein_coding_LoF_Percent_id,protein_coding_LoF_Problematic,protein_coding_LoF_mapped,protein_coding_LoF_percentage,protein_coding_LoF_total,protein_coding_Percent_id,protein_coding_Problematic,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_Coverage,pseudogene_Percent_id,pseudogene_Problematic,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_Coverage,rRNA_Percent_id,rRNA_Problematic,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_Coverage,rRNA_pseudogene_Percent_id,rRNA_pseudogene_Problematic,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,retained_intron_Coverage,retained_intron_Percent_id,retained_intron_Problematic,retained_intron_mapped,retained_intron_percentage,retained_intron_total,ribozyme_Coverage,ribozyme_Percent_id,ribozyme_Problematic,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_Coverage,sRNA_Percent_id,sRNA_Problematic,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_Coverage,scRNA_Percent_id,scRNA_Problematic,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_Coverage,scaRNA_Percent_id,scaRNA_Problematic,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_Coverage,snRNA_Percent_id,snRNA_Problematic,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_Coverage,snoRNA_Percent_id,snoRNA_Problematic,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_Coverage,unitary_pseudogene_Percent_id,unitary_pseudogene_Problematic,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_Coverage,unprocessed_pseudogene_Percent_id,unprocessed_pseudogene_Problematic,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_Coverage,vault_RNA_Percent_id,vault_RNA_Problematic,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_18467015.2,GCA_018467015.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018467015.2/GCA_018467015.2_mapping_stats.mapping_stats.txt,99.96,99.77,2,329,78.33,420,99.83,99.8,1,184,77.64,237,99.97,99.87,0,1101,99.46,1107,100,99.94,0,7,36.84,19,99.87,99.85,571,184819,98.79,187074,99.96,99.9,3,1864,99.31,1877,99.96,99.89,1,2193,99.28,2209,99.98,99.93,0,101,99.02,102,99.97,99.93,21,21073,99.75,21126,99.93,99.86,12,10439,99.34,10508,99.98,99.79,0,5,100,5,99.98,99.93,13,26267,99.81,26318,99.96,99.98,99.85,0,74,100,74,99.93,74,88879,99.78,89075,99.72,99.76,0,2,50,4,99.96,99.82,0,51,96.23,99.95,99.86,1,489,100,489,53,99.96,99.92,27,33980,99.86,34029,100,99.82,0,8,100,8,100,100,0,5,100,5,98.5,98.48,0,1,100,1,100,99.97,0,49,100,49,99.93,99.85,2,1879,99.26,1893,99.94,99.81,2,937,99.79,939,99.9,99.87,1,258,99.61,259,99.78,99.75,14,3234,97.62,3313,100,100,0,4,100,4
GCA_18466985.2,GCA_018466985.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018466985.2/GCA_018466985.2_mapping_stats.mapping_stats.txt,99.86,99.59,6,396,94.29,420,99.85,99.4,2,227,95.78,237,99.86,99.86,4,1104,99.73,1107,100,99.94,0,7,36.84,19,99.85,99.84,659,183808,98.25,187074,99.98,99.92,2,1866,99.41,1877,99.98,99.89,1,2197,99.46,2209,100,99.93,0,101,99.02,102,99.97,99.94,15,21064,99.71,21126,99.93,99.85,11,10451,99.46,10508,100,99.8,0,5,100,5,99.97,99.93,19,26260,99.78,26318,99.96,99.88,99.8,0,73,98.65,74,99.93,82,88829,99.72,89075,100,99.87,0,4,100,4,100,99.8,0,53,100,99.83,99.88,1,489,100,489,53,99.96,99.93,20,33953,99.78,34029,100,99.88,0,8,100,8,99.6,98.23,1,5,100,5,98.5,98.98,0,1,100,1,100,99.97,0,49,100,49,99.93,99.88,2,1872,98.89,1893,99.98,99.86,1,938,99.89,939,99.97,99.87,0,258,99.61,259,99.67,99.66,22,3223,97.28,3313,100,100,0,4,100,4
GCA_18470445.2,GCA_018470445.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018470445.2/GCA_018470445.2_mapping_stats.mapping_stats.txt,99.77,99.62,4,374,89.05,420,99.83,99.32,2,230,97.05,237,99.95,99.88,1,1101,99.46,1107,100,99.96,0,7,36.84,19,99.77,99.82,1078,185441,99.13,187074,99.99,99.9,2,1862,99.2,1877,99.97,99.86,2,2200,99.59,2209,100,99.93,0,102,100,102,99.96,99.93,28,21091,99.83,21126,99.94,99.85,11,10450,99.45,10508,99.98,99.8,0,5,100,5,99.98,99.93,10,26287,99.88,26318,99.96,99.96,99.74,0,74,100,74,99.92,98,88897,99.8,89075,100,99.82,0,3,75,4,100,99.83,0,52,98.11,99.84,99.88,1,489,100,489,53,99.92,99.91,43,33984,99.87,34029,100,100,0,8,100,8,100,99.07,0,5,100,5,98.49,98.98,0,1,100,1,100,99.92,0,49,100,49,99.94,99.89,1,1873,98.94,1893,99.94,99.81,2,939,100,939,99.98,99.87,0,258,99.61,259,99.61,99.66,27,3253,98.19,3313,100,100,0,4,100,4
GCA_18469875.2,GCA_018469875.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018469875.2/GCA_018469875.2_mapping_stats.mapping_stats.txt,99.74,99.62,5,392,93.33,420,99.85,99.3,2,224,94.51,237,99.93,99.85,1,1104,99.73,1107,99.99,99.9,0,7,36.84,19,99.84,99.84,723,184785,98.78,187074,99.98,99.9,3,1865,99.36,1877,99.93,99.87,2,2192,99.23,2209,100,99.93,0,101,99.02,102,99.96,99.93,22,21079,99.78,21126,99.91,99.84,14,10454,99.49,10508,100,99.8,0,5,100,5,99.98,99.93,14,26278,99.85,26318,99.96,99.98,99.76,0,72,97.3,74,99.93,74,88843,99.74,89075,99.86,99.71,0,4,100,4,100,99.84,0,52,98.11,99.95,99.84,1,487,99.59,489,53,99.92,99.91,43,33959,99.79,34029,100,99.92,0,8,100,8,99.6,98.23,1,5,100,5,98.5,98.98,0,1,100,1,100,99.9,0,48,97.96,49,99.94,99.89,1,1876,99.1,1893,99.97,99.87,1,937,99.79,939,99.97,99.87,0,258,99.61,259,99.77,99.67,25,3227,97.4,3313,100,100,0,4,100,4
GCA_18470455.2,GCA_018470455.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018470455.2/GCA_018470455.2_mapping_stats.mapping_stats.txt,99.84,99.62,4,367,87.38,420,99.96,99.75,0,225,94.94,237,99.85,99.83,3,1103,99.64,1107,100,99.92,0,7,36.84,19,99.65,99.73,1587,185276,99.04,187074,99.98,99.9,3,1860,99.09,1877,99.95,99.86,3,2197,99.46,2209,99.98,99.93,0,102,100,102,99.96,99.93,32,21079,99.78,21126,99.94,99.85,13,10446,99.41,10508,100,99.81,0,5,100,5,99.97,99.92,16,26289,99.89,26318,99.95,99.75,99.69,1,74,100,74,99.92,93,88886,99.79,89075,100,99.9,0,4,100,4,100,99.81,0,52,98.11,99.84,99.88,1,489,100,489,53,99.94,99.91,32,33973,99.84,34029,100,99.82,0,8,100,8,98.93,97.46,1,5,100,5,100,100,0,1,100,1,100,99.93,0,48,97.96,49,99.92,99.85,2,1874,99,1893,99.94,99.82,2,937,99.79,939,99.97,99.86,0,258,99.61,259,99.7,99.71,18,3244,97.92,3313,100,100,0,4,100,4
GCA_18472855.2,GCA_018472855.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018472855.2/GCA_018472855.2_mapping_stats.mapping_stats.txt,99.68,99.55,6,415,98.81,420,99.73,99.28,2,231,97.47,237,99.9,99.85,2,1104,99.73,1107,99.99,99.92,0,7,36.84,19,99.84,99.82,717,185289,99.05,187074,99.99,99.9,2,1869,99.57,1877,99.92,99.87,2,2199,99.55,2209,99.97,99.92,0,102,100,102,99.94,99.92,33,21093,99.84,21126,99.94,99.85,12,10460,99.54,10508,100,99.85,0,5,100,5,99.97,99.92,20,26283,99.87,26318,99.94,99.96,99.79,0,74,100,74,99.92,114,88943,99.85,89075,100,99.7,0,4,100,4,99.97,99.77,0,53,100,99.97,99.86,1,489,100,489,53,99.93,99.9,36,33975,99.84,34029,99.68,100,0,8,100,8,98.93,97.33,1,5,100,5,99.5,99.5,0,1,100,1,100,99.93,0,49,100,49,99.94,99.88,1,1876,99.1,1893,99.95,99.8,2,939,100,939,99.85,99.87,2,259,100,259,99.63,99.65,25,3263,98.49,3313,100,100,0,4,100,4
GCA_18473295.2,GCA_018473295.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018473295.2/GCA_018473295.2_mapping_stats.mapping_stats.txt,99.84,99.64,4,327,77.86,420,99.83,99.24,2,183,77.22,237,99.87,99.86,3,1104,99.73,1107,100,99.84,0,7,36.84,19,99.83,99.83,846,184190,98.46,187074,99.99,99.91,1,1860,99.09,1877,99.91,99.87,3,2194,99.32,2209,100,99.94,0,102,100,102,99.97,99.93,28,21075,99.76,21126,99.93,99.85,11,10447,99.42,10508,99.98,99.84,0,5,100,5,99.96,99.92,22,26245,99.72,26318,99.95,99.75,99.64,3,74,100,74,99.92,109,88816,99.71,89075,100,99.84,0,4,100,4,100,99.82,0,52,98.11,99.96,99.87,1,488,99.8,489,53,99.96,99.92,34,33963,99.81,34029,100,99.87,0,8,100,8,99.33,98.13,1,5,100,5,98.01,98.98,0,1,100,1,100,99.94,0,49,100,49,99.87,99.87,3,1868,98.68,1893,99.94,99.83,2,936,99.68,939,99.9,99.87,1,258,99.61,259,99.73,99.74,18,3229,97.46,3313,100,100,0,4,100,4
GCA_42031945.1,GCA_042031945.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031945.1/GCA_042031945.1_mapping_stats.mapping_stats.txt,99.99,99.83,2,325,77.38,420,99.84,99.22,2,162,68.35,237,99.94,99.88,0,1106,99.91,1107,100,99.94,0,7,36.84,19,99.78,99.83,909,184515,98.63,187074,99.99,99.93,1,1870,99.63,1877,99.87,99.86,5,2196,99.41,2209,100,99.93,0,102,100,102,99.97,99.94,25,21076,99.76,21126,99.93,99.87,12,10440,99.35,10508,100,99.78,0,5,100,5,99.98,99.94,11,26268,99.81,26318,99.96,99.89,99.85,0,72,97.3,74,99.93,87,88904,99.81,89075,99.86,99.82,0,4,100,4,100,99.83,0,51,96.23,99.97,99.9,0,488,99.8,489,53,99.97,99.93,25,33950,99.77,34029,100,99.75,0,8,100,8,100,100,0,5,100,5,97.5,98.97,0,1,100,1,100,99.98,0,47,95.92,49,99.93,99.9,2,1874,99,1893,99.94,99.83,2,937,99.79,939,99.97,99.89,0,259,100,259,99.74,99.79,15,3242,97.86,3313,100,99.72,0,4,100,4
GCA_42030705.1,GCA_042030705.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042030705.1/GCA_042030705.1_mapping_stats.mapping_stats.txt,99.84,99.66,5,393,93.57,420,99.84,99.42,2,233,98.31,237,99.9,99.88,3,1104,99.73,1107,100,99.95,0,7,36.84,19,99.82,99.86,770,185017,98.9,187074,99.95,99.91,2,1862,99.2,1877,99.93,99.89,3,2195,99.37,2209,100,99.95,0,102,100,102,99.96,99.95,12,21085,99.81,21126,99.94,99.88,9,10464,99.58,10508,100,99.8,0,5,100,5,99.98,99.94,10,26274,99.83,26318,99.97,99.99,99.85,0,74,100,74,99.94,62,88890,99.79,89075,100,99.8,0,4,100,4,100,99.88,0,50,94.34,99.99,99.88,0,488,99.8,489,53,99.95,99.94,23,33984,99.87,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.96,0,49,100,49,99.93,99.9,2,1878,99.21,1893,99.94,99.82,2,938,99.89,939,99.76,99.89,1,258,99.61,259,99.7,99.72,23,3246,97.98,3313,100,99.72,0,4,100,4
GCA_42030605.1,GCA_042030605.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042030605.1/GCA_042030605.1_mapping_stats.mapping_stats.txt,99.99,99.84,1,339,80.71,420,99.72,99.28,2,177,74.68,237,99.95,99.89,1,1101,99.46,1107,100,99.95,0,7,36.84,19,99.87,99.86,689,184371,98.56,187074,99.99,99.92,1,1868,99.52,1877,99.96,99.91,1,2194,99.32,2209,100,99.94,0,102,100,102,99.98,99.95,17,21085,99.81,21126,99.94,99.88,10,10438,99.33,10508,100,99.91,0,5,100,5,99.98,99.94,9,26282,99.86,26318,99.96,99.99,99.87,0,73,98.65,74,99.94,65,88858,99.76,89075,99.86,99.75,0,4,100,4,99.97,99.84,0,49,92.45,99.97,99.89,0,487,99.59,489,53,99.98,99.94,15,33940,99.74,34029,100,99.92,0,8,100,8,100,100,0,5,100,5,98.01,98.48,0,1,100,1,100,99.95,0,47,95.92,49,99.93,99.9,2,1864,98.47,1893,99.94,99.83,2,938,99.89,939,99.91,99.9,1,259,100,259,99.68,99.77,18,3224,97.31,3313,100,99.72,0,4,100,4
GCA_42031775.1,GCA_042031775.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031775.1/GCA_042031775.1_mapping_stats.mapping_stats.txt,99.98,99.81,2,375,89.29,420,99.74,99.25,3,205,86.5,237,99.93,99.88,1,1104,99.73,1107,100,99.93,0,7,36.84,19,99.86,99.86,679,184428,98.59,187074,99.97,99.92,3,1866,99.41,1877,99.96,99.91,1,2195,99.37,2209,99.99,99.94,0,102,100,102,99.96,99.95,13,21088,99.82,21126,99.94,99.88,10,10437,99.32,10508,100,99.85,0,5,100,5,99.98,99.94,9,26287,99.88,26318,99.97,99.92,99.87,0,74,100,74,99.94,65,88930,99.84,89075,100,99.68,0,3,75,4,100,99.92,0,52,98.11,99.98,99.9,0,488,99.8,489,53,99.98,99.94,12,33978,99.85,34029,100,99.71,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.96,0,49,100,49,99.94,99.9,2,1875,99.05,1893,99.98,99.88,1,938,99.89,939,99.69,99.88,2,258,99.61,259,99.63,99.74,25,3215,97.04,3313,100,100,0,4,100,4
GCA_42031805.1,GCA_042031805.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042031805.1_mapping_stats.mapping_stats.txt,99.97,99.8,2,357,85,420,99.86,99.38,2,218,91.98,237,99.88,99.88,3,1102,99.55,1107,100,99.96,0,7,36.84,19,99.81,99.85,792,184981,98.88,187074,99.95,99.9,3,1862,99.2,1877,99.94,99.89,1,2200,99.59,2209,100,99.96,0,102,100,102,99.96,99.95,14,21078,99.77,21126,99.93,99.87,10,10453,99.48,10508,100,99.84,0,5,100,5,99.99,99.94,5,26270,99.82,26318,99.96,99.91,99.83,0,73,98.65,74,99.93,69,88866,99.77,89075,100,99.8,0,4,100,4,100,99.85,0,53,100,99.97,99.88,0,488,99.8,489,53,99.95,99.93,21,33973,99.84,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,98.5,98.98,0,1,100,1,100,99.92,0,49,100,49,99.93,99.9,2,1871,98.84,1893,99.95,99.82,2,938,99.89,939,99.69,99.87,2,257,99.23,259,99.67,99.77,22,3241,97.83,3313,100,99.72,0,4,100,4
GCA_42032115.1,GCA_042032115.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042032115.1_mapping_stats.mapping_stats.txt,99.97,99.78,2,373,88.81,420,99.86,99.33,2,227,95.78,237,99.91,99.87,2,1100,99.37,1107,100,99.95,0,7,36.84,19,99.85,99.85,680,184724,98.74,187074,99.95,99.91,2,1863,99.25,1877,99.94,99.86,2,2198,99.5,2209,99.99,99.94,0,102,100,102,99.96,99.95,12,21078,99.77,21126,99.93,99.87,15,10440,99.35,10508,100,99.81,0,5,100,5,99.98,99.94,7,26266,99.8,26318,99.97,99.98,99.86,0,74,100,74,99.93,75,88873,99.77,89075,100,99.91,0,4,100,4,100,99.89,0,53,100,99.95,99.86,1,487,99.59,489,53,99.95,99.93,33,33981,99.86,34029,100,99.86,0,8,100,8,99.47,96.99,1,5,100,5,100,99.5,0,1,100,1,100,99.93,0,49,100,49,99.93,99.9,2,1869,98.73,1893,99.94,99.83,2,936,99.68,939,99.91,99.87,1,259,100,259,99.63,99.72,26,3236,97.68,3313,100,100,0,4,100,4
GCA_42030225.1,GCA_042030225.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042030225.1_mapping_stats.mapping_stats.txt,99.98,99.84,2,405,96.43,420,99.83,99.4,2,230,97.05,237,99.93,99.87,2,1102,99.55,1107,100,99.94,0,7,36.84,19,99.83,99.85,706,184118,98.42,187074,99.98,99.91,2,1865,99.36,1877,99.93,99.87,2,2191,99.19,2209,100,99.95,0,102,100,102,99.96,99.94,18,21076,99.76,21126,99.92,99.87,17,10440,99.35,10508,100,99.78,0,5,100,5,99.98,99.94,10,26252,99.75,26318,99.96,99.97,99.88,0,74,100,74,99.93,82,88855,99.75,89075,100,99.76,0,4,100,4,100,99.85,0,52,98.11,99.99,99.89,0,487,99.59,489,53,99.95,99.92,29,33961,99.8,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.95,0,49,100,49,99.93,99.89,2,1874,99,1893,99.98,99.89,1,933,99.36,939,99.91,99.89,1,259,100,259,99.67,99.71,24,3230,97.49,3313,100,100,0,4,100,4
GCA_42030255.1,GCA_042030255.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042030255.1_mapping_stats.mapping_stats.txt,99.41,99.31,8,367,87.38,420,99.77,99.29,2,230,97.05,237,99.91,99.85,1,1104,99.73,1107,100,99.89,0,7,36.84,19,99.81,99.82,844,184661,98.71,187074,99.99,99.9,2,1863,99.25,1877,99.88,99.86,3,2194,99.32,2209,99.98,99.93,0,102,100,102,99.96,99.93,30,21094,99.85,21126,99.92,99.86,14,10454,99.49,10508,99.98,99.78,0,5,100,5,99.96,99.92,19,26265,99.8,26318,99.95,99.73,99.84,1,72,97.3,74,99.92,91,88893,99.8,89075,99.97,99.85,0,4,100,4,100,99.86,0,52,98.11,99.95,99.85,1,485,99.18,489,53,99.96,99.92,28,33956,99.79,34029,100,99.96,0,8,100,8,98.93,97.46,1,5,100,5,98.5,98.98,0,1,100,1,100,99.92,0,48,97.96,49,99.97,99.86,2,1871,98.84,1893,99.94,99.8,2,939,100,939,99.97,99.87,0,259,100,259,99.68,99.7,24,3230,97.49,3313,99.75,99.75,0,4,100,4
GCA_42031845.1,GCA_042031845.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042031845.1_mapping_stats.mapping_stats.txt,99.74,99.63,3,389,92.62,420,99.98,99.8,0,227,95.78,237,99.88,99.86,2,1102,99.55,1107,100,99.92,0,7,36.84,19,99.84,99.79,689,184728,98.75,187074,99.98,99.9,2,1864,99.31,1877,99.95,99.89,2,2199,99.55,2209,99.98,99.93,0,102,100,102,99.97,99.93,19,21080,99.78,21126,99.92,99.84,15,10436,99.31,10508,99.98,99.85,0,5,100,5,99.98,99.93,7,26259,99.78,26318,99.96,99.95,99.66,1,74,100,74,99.92,69,88875,99.78,89075,100,99.85,0,4,100,4,100,99.86,0,51,96.23,99.97,99.88,0,487,99.59,489,53,99.97,99.92,17,33980,99.86,34029,100,99.88,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.92,0,49,100,49,99.91,99.86,3,1876,99.1,1893,99.96,99.83,2,935,99.57,939,99.97,99.86,0,258,99.61,259,99.49,99.59,33,3221,97.22,3313,100,100,0,4,100,4
GCA_42030695.1,GCA_042030695.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042030695.1_mapping_stats.mapping_stats.txt,99.77,99.64,2,395,94.05,420,99.87,99.27,2,233,98.31,237,99.89,99.86,2,1102,99.55,1107,99.99,99.95,0,7,36.84,19,99.84,99.82,697,184927,98.85,187074,99.99,99.9,1,1865,99.36,1877,99.92,99.87,3,2192,99.23,2209,100,99.95,0,101,99.02,102,99.96,99.93,25,21060,99.69,21126,99.94,99.85,13,10430,99.26,10508,100,99.75,0,5,100,5,99.98,99.92,13,26277,99.84,26318,99.96,99.95,99.79,0,74,100,74,99.93,64,88839,99.74,89075,100,99.7,0,4,100,4,100,99.77,0,53,100,99.95,99.86,1,488,99.8,489,53,99.94,99.91,35,33949,99.76,34029,100,99.96,0,8,100,8,100,99.87,0,5,100,5,98.49,98.98,0,1,100,1,100,99.95,0,47,95.92,49,99.94,99.88,1,1874,99,1893,99.94,99.82,2,936,99.68,939,99.73,99.86,1,256,98.84,259,99.54,99.62,31,3235,97.65,3313,100,100,0,4,100,4
GCA_42031485.1,GCA_042031485.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi/hprc/v2_missing_stats/GCA_042031485.1_mapping_stats.mapping_stats.txt,99.98,99.77,1,357,85,420,99.74,99.25,2,201,84.81,237,99.9,99.86,1,1104,99.73,1107,100,99.91,0,7,36.84,19,99.87,99.84,657,184628,98.69,187074,99.99,99.91,1,1867,99.47,1877,99.96,99.89,2,2197,99.46,2209,99.97,99.92,0,102,100,102,99.94,99.93,28,21096,99.86,21126,99.93,99.85,13,10435,99.31,10508,100,99.88,0,5,100,5,99.98,99.93,6,26290,99.89,26318,99.96,99.97,99.84,0,74,100,74,99.92,83,88925,99.83,89075,100,99.92,0,4,100,4,99.98,99.84,0,53,100,99.96,99.86,1,487,99.59,489,53,99.95,99.91,35,33984,99.87,34029,100,99.96,0,8,100,8,100,99.87,0,5,100,5,98.5,98.98,0,1,100,1,100,99.92,0,49,100,49,99.93,99.88,3,1874,99,1893,99.95,99.81,2,939,100,939,99.68,99.86,2,256,98.84,259,99.71,99.68,27,3229,97.46,3313,100,100,0,4,100,4
GCA_42031355.1,GCA_042031355.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031355.1/GCA_042031355.1_mapping_stats.mapping_stats.txt,99.73,99.69,5,392,93.33,420,99.98,99.77,0,226,95.36,237,99.85,99.81,3,1103,99.64,1107,99.99,99.87,0,7,36.84,19,99.83,99.8,730,184637,98.7,187074,99.98,99.88,4,1868,99.52,1877,99.95,99.87,2,2201,99.64,2209,99.98,99.92,0,102,100,102,99.97,99.93,29,21085,99.81,21126,99.96,99.87,7,10438,99.33,10508,100,99.83,0,5,100,5,99.97,99.92,16,26267,99.81,26318,99.96,99.96,99.76,0,73,98.65,74,99.92,74,88880,99.78,89075,99.97,99.83,0,4,100,4,100,99.84,0,53,100,99.81,99.85,1,489,100,489,53,99.97,99.92,22,33969,99.82,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,97,98.97,0,1,100,1,100,99.91,0,49,100,49,99.92,99.88,3,1874,99,1893,99.94,99.82,2,935,99.57,939,99.97,99.88,0,259,100,259,99.63,99.68,24,3243,97.89,3313,100,100,0,4,100,4
GCA_42030975.1,GCA_042030975.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042030975.1/GCA_042030975.1_mapping_stats.mapping_stats.txt,99.99,99.76,2,346,82.38,420,99.97,99.72,0,199,83.97,237,99.81,99.7,5,1105,99.82,1107,100,99.94,0,7,36.84,19,99.77,99.82,1180,184941,98.86,187074,99.98,99.89,2,1859,99.04,1877,99.97,99.87,1,2199,99.55,2209,100,99.94,0,102,100,102,99.97,99.93,17,21090,99.83,21126,99.93,99.86,16,10441,99.36,10508,100,99.82,0,5,100,5,99.97,99.93,12,26274,99.83,26318,99.96,99.98,99.84,0,74,100,74,99.93,72,88933,99.84,89075,100,99.8,0,4,100,4,100,99.85,0,53,100,99.94,99.87,1,489,100,489,53,99.96,99.92,25,33978,99.85,34029,100,99.82,0,8,100,8,100,100,0,5,100,5,96.52,98.97,0,1,100,1,100,99.99,0,48,97.96,49,99.89,99.85,4,1878,99.21,1893,99.95,99.81,2,939,100,939,99.97,99.87,0,258,99.61,259,99.74,99.69,21,3248,98.04,3313,100,99.72,0,4,100,4
