genbank_accession,file,path,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_mapped,TEC_percentage,TEC_total,artifact_mapped,artifact_percentage,artifact_total,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_42076925.1,GCA_042076925.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042076925.1/GCA_042076925.1_mapping_stats.mapping_stats.txt,397,96.59,411,229,96.62,237,1016,99.8,1018,7,36.84,19,34422,99.53,34584,1869,99.57,1877,2197,99.46,2209,10454,99.5,10507,19305,99.61,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1874,99,1893,936,99.68,939,259,100,259,3246,98.04,3311,4,100,4
GCA_42077605.1,GCA_042077605.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077605.1/GCA_042077605.1_mapping_stats.mapping_stats.txt,388,94.4,411,225,94.94,237,1017,99.9,1018,7,36.84,19,34411,99.5,34584,1867,99.47,1877,2197,99.46,2209,10446,99.42,10507,19295,99.56,19381,3,75,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1881,99.37,1893,939,100,939,258,99.61,259,3230,97.55,3311,4,100,4
GCA_42077095.1,GCA_042077095.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077095.1/GCA_042077095.1_mapping_stats.mapping_stats.txt,352,85.64,411,220,92.83,237,1015,99.71,1018,8,42.11,19,34389,99.44,34584,1855,98.83,1877,2184,98.87,2209,10434,99.31,10507,19266,99.41,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1875,99.05,1893,938,99.89,939,255,98.46,259,3219,97.22,3311,4,100,4
GCA_42077625.1,GCA_042077625.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077625.1/GCA_042077625.1_mapping_stats.mapping_stats.txt,325,79.08,411,206,86.92,237,1001,99.8,1003,7,36.84,19,33771,99.52,33935,1753,99.55,1761,2101,99.24,2117,9858,99.23,9934,18507,99.54,18592,4,100,4,51,100,475,99.58,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1811,99.18,1826,893,99.67,896,250,100,250,3309,96.9,3415,4,100,4
GCA_42077615.1,GCA_042077615.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077615.1/GCA_042077615.1_mapping_stats.mapping_stats.txt,335,81.51,411,196,82.7,237,1001,99.8,1003,7,36.84,19,33747,99.45,33935,1749,99.32,1761,2108,99.57,2117,9868,99.34,9934,18523,99.63,18592,4,100,4,50,98.04,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1810,99.12,1826,892,99.55,896,249,99.6,250,3332,97.57,3415,4,100,4
GCA_42077595.1,GCA_042077595.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077595.1/GCA_042077595.1_mapping_stats.mapping_stats.txt,389,94.65,411,226,95.36,237,998,99.5,1003,7,36.84,19,33734,99.41,33935,1750,99.38,1761,2099,99.15,2117,9884,99.5,9934,18513,99.58,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1808,99.01,1826,893,99.67,896,249,99.6,250,3331,97.54,3415,4,100,4
GCA_42077575.1,GCA_042077575.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077575.1/GCA_042077575.1_mapping_stats.mapping_stats.txt,377,91.73,411,232,97.89,237,1000,99.7,1003,7,36.84,19,33785,99.56,33935,1752,99.49,1761,2110,99.67,2117,9887,99.53,9934,18529,99.66,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1805,98.85,1826,895,99.89,896,250,100,250,3358,98.33,3415,4,100,4
GCA_42077505.1,GCA_042077505.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077505.1/GCA_042077505.1_mapping_stats.mapping_stats.txt,347,84.43,411,216,91.14,237,1015,99.71,1018,7,36.84,19,34396,99.46,34584,1863,99.25,1877,2195,99.37,2209,10434,99.31,10507,19277,99.46,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,937,99.79,939,259,100,259,3199,96.62,3311,4,100,4
GCA_42077495.1,GCA_042077495.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077495.1/GCA_042077495.1_mapping_stats.mapping_stats.txt,349,84.91,411,198,83.54,237,1016,99.8,1018,7,36.84,19,34382,99.42,34584,1864,99.31,1877,2193,99.28,2209,10418,99.15,10507,19285,99.5,19381,4,100,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1876,99.1,1893,938,99.89,939,258,99.61,259,3220,97.25,3311,4,100,4
GCA_42076855.1,GCA_042076855.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042076855.1/GCA_042076855.1_mapping_stats.mapping_stats.txt,372,90.51,411,235,99.16,237,1000,99.7,1003,7,36.84,19,33773,99.52,33935,1750,99.38,1761,2105,99.43,2117,9880,99.46,9934,18519,99.61,18592,2,50,4,51,100,475,99.58,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1814,99.34,1826,894,99.78,896,250,100,250,3356,98.27,3415,4,100,4
GCA_42077085.1,GCA_042077085.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077085.1/GCA_042077085.1_mapping_stats.mapping_stats.txt,369,89.78,411,232,97.89,237,1002,99.9,1003,7,36.84,19,33761,99.49,33935,1749,99.32,1761,2101,99.24,2117,9875,99.41,9934,18499,99.5,18592,4,100,4,48,94.12,476,99.79,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1812,99.23,1826,894,99.78,896,247,98.8,250,3322,97.28,3415,4,100,4
GCA_42077485.1,GCA_042077485.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077485.1/GCA_042077485.1_mapping_stats.mapping_stats.txt,352,85.64,411,214,90.3,237,999,99.6,1003,7,36.84,19,33766,99.5,33935,1747,99.2,1761,2100,99.2,2117,9880,99.46,9934,18525,99.64,18592,4,100,4,49,96.08,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1809,99.07,1826,893,99.67,896,249,99.6,250,3314,97.04,3415,4,100,4
GCA_42077025.1,GCA_042077025.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077025.1/GCA_042077025.1_mapping_stats.mapping_stats.txt,365,88.81,411,219,92.41,237,1001,99.8,1003,7,36.84,19,33738,99.42,33935,1746,99.15,1761,2106,99.48,2117,9882,99.48,9934,18518,99.6,18592,3,75,4,51,100,474,99.37,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1804,98.8,1826,889,99.22,896,250,100,250,3353,98.18,3415,4,100,4
GCA_42077005.1,GCA_042077005.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077005.1/GCA_042077005.1_mapping_stats.mapping_stats.txt,370,90.02,411,227,95.78,237,1018,100,1018,10,52.63,19,34458,99.64,34584,1858,98.99,1877,2198,99.5,2209,10451,99.47,10507,19318,99.67,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,937,99.79,939,259,100,259,3243,97.95,3311,4,100,4
GCA_42077475.1,GCA_042077475.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077475.1/GCA_042077475.1_mapping_stats.mapping_stats.txt,395,96.11,411,224,94.51,237,1018,100,1018,7,36.84,19,34445,99.6,34584,1872,99.73,1877,2202,99.68,2209,10459,99.54,10507,19310,99.63,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1871,98.84,1893,937,99.79,939,259,100,259,3230,97.55,3311,4,100,4
GCA_46043155.1,GCA_046043155.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046043155.1/GCA_046043155.1_mapping_stats.mapping_stats.txt,372,90.51,411,233,98.31,237,1000,99.7,1003,8,42.11,19,33785,99.56,33935,1755,99.66,1761,2105,99.43,2117,9883,99.49,9934,18522,99.62,18592,4,100,4,51,100,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1804,98.8,1826,893,99.67,896,250,100,250,3346,97.98,3415,4,100,4
GCA_45523115.1,GCA_045523115.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_045523115.1/GCA_045523115.1_mapping_stats.mapping_stats.txt,355,86.37,411,211,89.03,237,1001,99.8,1003,7,36.84,19,33804,99.61,33935,1753,99.55,1761,2103,99.34,2117,9888,99.54,9934,18525,99.64,18592,2,50,4,48,94.12,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1812,99.23,1826,894,99.78,896,250,100,250,3338,97.75,3415,4,100,4
GCA_45523135.1,GCA_045523135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_045523135.1/GCA_045523135.1_mapping_stats.mapping_stats.txt,351,85.4,411,206,86.92,237,1014,99.61,1018,7,36.84,19,34451,99.62,34584,1863,99.25,1877,2195,99.37,2209,10451,99.47,10507,19323,99.7,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,938,99.89,939,258,99.61,259,3245,98.01,3311,4,100,4
GCA_45524125.1,GCA_045524125.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_045524125.1/GCA_045524125.1_mapping_stats.mapping_stats.txt,365,88.81,411,213,89.87,237,1001,99.8,1003,7,36.84,19,33782,99.55,33935,1746,99.15,1761,2107,99.53,2117,9875,99.41,9934,18516,99.59,18592,4,100,4,46,90.2,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1802,98.69,1826,895,99.89,896,250,100,250,3342,97.86,3415,4,100,4
GCA_45524245.1,GCA_045524245.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_045524245.1/GCA_045524245.1_mapping_stats.mapping_stats.txt,373,90.75,411,235,99.16,237,1002,99.9,1003,7,36.84,19,33795,99.59,33935,1751,99.43,1761,2108,99.57,2117,9890,99.56,9934,18536,99.7,18592,4,100,4,50,98.04,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1812,99.23,1826,893,99.67,896,249,99.6,250,3350,98.1,3415,4,100,4
GCA_45523085.1,GCA_045523085.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_045523085.1/GCA_045523085.1_mapping_stats.mapping_stats.txt,359,87.35,411,216,91.14,237,1017,99.9,1018,7,36.84,19,34466,99.66,34584,1864,99.31,1877,2199,99.55,2209,10460,99.55,10507,19322,99.7,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,939,100,939,259,100,259,3267,98.67,3311,4,100,4
GCA_18504645.2,GCA_018504645.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018504645.2/GCA_018504645.2_mapping_stats.mapping_stats.txt,393,95.62,411,224,94.51,237,1002,99.9,1003,7,36.84,19,33829,99.69,33935,1753,99.55,1761,2107,99.53,2117,9893,99.59,9934,18541,99.73,18592,4,100,4,50,98.04,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1810,99.12,1826,896,100,896,249,99.6,250,3359,98.36,3415,4,100,4
GCA_18505855.2,GCA_018505855.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018505855.2/GCA_018505855.2_mapping_stats.mapping_stats.txt,401,97.57,411,235,99.16,237,1000,99.7,1003,7,36.84,19,33794,99.58,33935,1750,99.38,1761,2108,99.57,2117,9879,99.45,9934,18532,99.68,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1807,98.96,1826,893,99.67,896,250,100,250,3343,97.89,3415,4,100,4
GCA_18504055.2,GCA_018504055.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018504055.2/GCA_018504055.2_mapping_stats.mapping_stats.txt,356,86.62,411,221,93.25,237,1016,99.8,1018,7,36.84,19,34467,99.66,34584,1870,99.63,1877,2194,99.32,2209,10473,99.68,10507,19317,99.67,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1878,99.21,1893,938,99.89,939,259,100,259,3262,98.52,3311,4,100,4
GCA_18505865.2,GCA_018505865.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018505865.2/GCA_018505865.2_mapping_stats.mapping_stats.txt,400,97.32,411,229,96.62,237,1015,99.71,1018,7,36.84,19,34404,99.48,34584,1865,99.36,1877,2201,99.64,2209,10448,99.44,10507,19303,99.6,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,937,99.79,939,258,99.61,259,3232,97.61,3311,4,100,4
GCA_18504075.2,GCA_018504075.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018504075.2/GCA_018504075.2_mapping_stats.mapping_stats.txt,389,94.65,411,229,96.62,237,1017,99.9,1018,7,36.84,19,34440,99.58,34584,1865,99.36,1877,2196,99.41,2209,10466,99.61,10507,19316,99.66,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1880,99.31,1893,938,99.89,939,258,99.61,259,3251,98.19,3311,4,100,4
GCA_18503575.2,GCA_018503575.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018503575.2/GCA_018503575.2_mapping_stats.mapping_stats.txt,350,85.16,411,222,93.67,237,1017,99.9,1018,7,36.84,19,34457,99.63,34584,1866,99.41,1877,2198,99.5,2209,10451,99.47,10507,19328,99.73,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1881,99.37,1893,938,99.89,939,258,99.61,259,3249,98.13,3311,4,100,4
GCA_18506155.2,GCA_018506155.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018506155.2/GCA_018506155.2_mapping_stats.mapping_stats.txt,369,89.78,411,226,95.36,237,1001,99.8,1003,7,36.84,19,33778,99.54,33935,1752,99.49,1761,2103,99.34,2117,9875,99.41,9934,18528,99.66,18592,4,100,4,49,96.08,477,100,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1808,99.01,1826,892,99.55,896,249,99.6,250,3335,97.66,3415,4,100,4
GCA_18503245.2,GCA_018503245.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018503245.2/GCA_018503245.2_mapping_stats.mapping_stats.txt,397,96.59,411,234,98.73,237,1016,99.8,1018,7,36.84,19,34444,99.6,34584,1869,99.57,1877,2200,99.59,2209,10446,99.42,10507,19308,99.62,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1881,99.37,1893,934,99.47,939,258,99.61,259,3243,97.95,3311,4,100,4
GCA_18503285.2,GCA_018503285.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018503285.2/GCA_018503285.2_mapping_stats.mapping_stats.txt,387,94.16,411,231,97.47,237,1017,99.9,1018,7,36.84,19,34458,99.64,34584,1870,99.63,1877,2198,99.5,2209,10449,99.45,10507,19333,99.75,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1875,99.05,1893,938,99.89,939,258,99.61,259,3251,98.19,3311,4,100,4
GCA_18504625.2,GCA_018504625.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018504625.2/GCA_018504625.2_mapping_stats.mapping_stats.txt,367,89.29,411,220,92.83,237,1016,99.8,1018,7,36.84,19,34445,99.6,34584,1867,99.47,1877,2203,99.73,2209,10467,99.62,10507,19338,99.78,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,938,99.89,939,259,100,259,3259,98.43,3311,4,100,4
GCA_18504665.2,GCA_018504665.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018504665.2/GCA_018504665.2_mapping_stats.mapping_stats.txt,353,85.89,411,195,82.28,237,1017,99.9,1018,7,36.84,19,34458,99.64,34584,1871,99.68,1877,2202,99.68,2209,10451,99.47,10507,19327,99.72,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1877,99.15,1893,938,99.89,939,259,100,259,3253,98.25,3311,4,100,4
GCA_18506955.2,GCA_018506955.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018506955.2/GCA_018506955.2_mapping_stats.mapping_stats.txt,394,95.86,411,230,97.05,237,1018,100,1018,7,36.84,19,34454,99.62,34584,1869,99.57,1877,2197,99.46,2209,10469,99.64,10507,19339,99.78,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,937,99.79,939,259,100,259,3254,98.28,3311,4,100,4
GCA_18504045.2,GCA_018504045.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018504045.2/GCA_018504045.2_mapping_stats.mapping_stats.txt,368,89.54,411,224,94.51,237,1002,99.9,1003,7,36.84,19,33796,99.59,33935,1754,99.6,1761,2110,99.67,2117,9894,99.6,9934,18544,99.74,18592,4,100,4,49,96.08,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1804,98.8,1826,895,99.89,896,250,100,250,3353,98.18,3415,4,100,4
GCA_18503265.2,GCA_018503265.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018503265.2/GCA_018503265.2_mapping_stats.mapping_stats.txt,374,91,411,228,96.2,237,1015,99.71,1018,8,42.11,19,34445,99.6,34584,1862,99.2,1877,2194,99.32,2209,10463,99.58,10507,19320,99.69,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1884,99.52,1893,939,100,939,257,99.23,259,3235,97.7,3311,4,100,4
GCA_18506945.2,GCA_018506945.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018506945.2/GCA_018506945.2_mapping_stats.mapping_stats.txt,385,93.67,411,221,93.25,237,1001,99.8,1003,7,36.84,19,33785,99.56,33935,1755,99.66,1761,2109,99.62,2117,9894,99.6,9934,18533,99.68,18592,4,100,4,50,98.04,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1805,98.85,1826,895,99.89,896,250,100,250,3359,98.36,3415,4,100,4
GCA_44165215.1,GCA_044165215.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165215.1/GCA_044165215.1_mapping_stats.mapping_stats.txt,381,92.7,411,223,94.09,237,1018,100,1018,7,36.84,19,34489,99.73,34584,1870,99.63,1877,2204,99.77,2209,10468,99.63,10507,19334,99.76,19381,3,75,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,936,99.68,939,258,99.61,259,3264,98.58,3311,4,100,4
GCA_44165645.1,GCA_044165645.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165645.1/GCA_044165645.1_mapping_stats.mapping_stats.txt,404,98.3,411,234,98.73,237,1018,100,1018,7,36.84,19,34454,99.62,34584,1866,99.41,1877,2197,99.46,2209,10463,99.58,10507,19334,99.76,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1880,99.31,1893,938,99.89,939,259,100,259,3252,98.22,3311,4,100,4
GCA_44166805.1,GCA_044166805.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166805.1/GCA_044166805.1_mapping_stats.mapping_stats.txt,379,92.21,411,234,98.73,237,1013,99.51,1018,10,52.63,19,34417,99.52,34584,1868,99.52,1877,2201,99.64,2209,10430,99.27,10507,19330,99.74,19381,4,100,4,53,100,470,96.11,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,938,99.89,939,258,99.61,259,3233,97.64,3311,4,100,4
GCA_44166515.1,GCA_044166515.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166515.1/GCA_044166515.1_mapping_stats.mapping_stats.txt,377,91.73,411,227,95.78,237,1009,99.12,1018,8,42.11,19,34414,99.51,34584,1865,99.36,1877,2197,99.46,2209,10458,99.53,10507,19308,99.62,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1877,99.15,1893,935,99.57,939,258,99.61,259,3254,98.28,3311,4,100,4
GCA_44166575.1,GCA_044166575.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166575.1/GCA_044166575.1_mapping_stats.mapping_stats.txt,377,91.73,411,230,97.05,237,1001,99.8,1003,10,52.63,19,33796,99.59,33935,1751,99.43,1761,2105,99.43,2117,9882,99.48,9934,18522,99.62,18592,4,100,4,51,100,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1807,98.96,1826,895,99.89,896,250,100,250,3339,97.77,3415,4,100,4
GCA_44166765.1,GCA_044166765.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_044166765.1/GCA_044166765.1_mapping_stats.mapping_stats.txt,391,95.13,411,230,97.05,237,1017,99.9,1018,7,36.84,19,34425,99.54,34584,1871,99.68,1877,2192,99.23,2209,10447,99.43,10507,19308,99.62,19381,2,50,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,939,100,939,259,100,259,3238,97.8,3311,4,100,4
GCA_44167235.1,GCA_044167235.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_044167235.1/GCA_044167235.1_mapping_stats.mapping_stats.txt,405,98.54,411,231,97.47,237,1015,99.71,1018,7,36.84,19,34439,99.58,34584,1868,99.52,1877,2198,99.5,2209,10453,99.49,10507,19324,99.71,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,933,99.36,939,258,99.61,259,3242,97.92,3311,4,100,4
GCA_44167135.1,GCA_044167135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_044167135.1/GCA_044167135.1_mapping_stats.mapping_stats.txt,354,86.13,411,218,91.98,237,1001,99.8,1003,10,52.63,19,33763,99.49,33935,1744,99.03,1761,2101,99.24,2117,9870,99.36,9934,18514,99.58,18592,4,100,4,51,100,476,99.79,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1804,98.8,1826,896,100,896,248,99.2,250,3326,97.39,3415,4,100,4
GCA_44165925.1,GCA_044165925.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_044165925.1/GCA_044165925.1_mapping_stats.mapping_stats.txt,378,91.97,411,217,91.56,237,1014,99.61,1018,7,36.84,19,34430,99.55,34584,1865,99.36,1877,2193,99.28,2209,10438,99.34,10507,19302,99.59,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1874,99,1893,936,99.68,939,258,99.61,259,3232,97.61,3311,4,100,4
GCA_44166285.1,GCA_044166285.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_044166285.1/GCA_044166285.1_mapping_stats.mapping_stats.txt,370,90.02,411,228,96.2,237,999,99.6,1003,7,36.84,19,33742,99.43,33935,1744,99.03,1761,2105,99.43,2117,9874,99.4,9934,18504,99.53,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1813,99.29,1826,891,99.44,896,247,98.8,250,3332,97.57,3415,4,100,4
